"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022年48週(11月28日～12月04日)","2022年12月07日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","636","0.13","1579","0.50","427","0.14","1165","0.37","11994","3.81","358","0.11","1368","0.43","29","0.01","781","0.25","579","0.18","111","0.04","6","0.01","158","0.23","6","0.01","11","0.02","11","0.02","-","-","2","0.00"
"北海道","4","0.02","73","0.53","43","0.31","62","0.45","144","1.04","22","0.16","10","0.07","-","-","14","0.10","9","0.06","4","0.03","-","-","2","0.07","-","-","-","-","2","0.09","-","-","1","0.04"
"青森県","1","0.02","29","0.69","4","0.10","6","0.14","76","1.81","-","-","10","0.24","-","-","6","0.14","1","0.02","1","0.02","-","-","1","0.10","-","-","1","0.17","5","0.83","-","-","-","-"
"岩手県","25","0.40","35","0.88","4","0.10","20","0.50","139","3.48","5","0.13","2","0.05","-","-","13","0.33","-","-","3","0.08","-","-","3","0.23","-","-","-","-","-","-","-","-","-","-"
"宮城県","12","0.13","68","1.17","8","0.14","5","0.09","129","2.22","10","0.17","22","0.38","-","-","15","0.26","-","-","1","0.02","-","-","1","0.08","-","-","-","-","-","-","-","-","-","-"
"秋田県","2","0.04","10","0.30","2","0.06","14","0.42","25","0.76","1","0.03","-","-","2","0.06","3","0.09","-","-","1","0.03","-","-","2","0.29","-","-","-","-","-","-","-","-","-","-"
"山形県","-","-","82","2.83","2","0.07","2","0.07","108","3.72","11","0.38","2","0.07","-","-","6","0.21","-","-","1","0.03","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"福島県","3","0.04","134","2.68","18","0.36","11","0.22","68","1.36","5","0.10","9","0.18","-","-","14","0.28","-","-","3","0.06","-","-","4","0.31","-","-","-","-","-","-","-","-","-","-"
"茨城県","3","0.03","30","0.41","4","0.05","49","0.66","213","2.88","5","0.07","7","0.09","-","-","14","0.19","1","0.01","1","0.01","-","-","10","0.59","-","-","-","-","1","0.09","-","-","-","-"
"栃木県","4","0.05","31","0.65","3","0.06","15","0.31","75","1.56","2","0.04","11","0.23","2","0.04","15","0.31","1","0.02","1","0.02","-","-","2","0.17","-","-","1","0.14","-","-","-","-","-","-"
"群馬県","9","0.10","54","1.00","5","0.09","6","0.11","258","4.78","5","0.09","5","0.09","1","0.02","17","0.31","3","0.06","3","0.06","-","-","6","0.43","-","-","-","-","-","-","-","-","-","-"
"埼玉県","16","0.06","62","0.39","15","0.09","59","0.37","1211","7.62","20","0.13","26","0.16","-","-","40","0.25","4","0.03","6","0.04","3","0.07","12","0.29","1","0.09","-","-","-","-","-","-","-","-"
"千葉県","19","0.09","39","0.30","5","0.04","29","0.22","606","4.70","12","0.09","37","0.29","-","-","20","0.16","9","0.07","9","0.07","1","0.03","11","0.32","-","-","-","-","-","-","-","-","-","-"
"東京都","107","0.26","80","0.31","48","0.18","54","0.21","1746","6.72","36","0.14","65","0.25","2","0.01","74","0.28","8","0.03","10","0.04","-","-","8","0.21","-","-","1","0.04","1","0.04","-","-","-","-"
"神奈川県","70","0.20","26","0.12","12","0.05","58","0.26","879","3.91","28","0.12","58","0.26","2","0.01","51","0.23","18","0.08","8","0.04","-","-","46","0.88","-","-","1","0.09","-","-","-","-","-","-"
"新潟県","1","0.01","77","1.38","11","0.20","37","0.66","96","1.71","9","0.16","1","0.02","1","0.02","13","0.23","6","0.11","5","0.09","-","-","-","-","-","-","1","0.08","-","-","-","-","-","-"
"富山県","-","-","42","1.45","1","0.03","13","0.45","111","3.83","9","0.31","12","0.41","-","-","3","0.10","8","0.28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"石川県","-","-","18","0.62","3","0.10","6","0.21","147","5.07","2","0.07","34","1.17","-","-","7","0.24","2","0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"福井県","-","-","8","0.35","5","0.22","11","0.48","333","14.48","2","0.09","-","-","-","-","11","0.48","2","0.09","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
