"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020年41週(10月05日～10月11日)","2020年10月14日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","17","0.00","308","0.10","358","0.11","2467","0.78","5398","1.71","376","0.12","428","0.14","38","0.01","1403","0.44","819","0.26","173","0.05","1","0.00","166","0.24","4","0.01","9","0.02","31","0.06","-","-","-","-"
"北海道","2","0.01","1","0.01","19","0.14","186","1.33","80","0.57","21","0.15","2","0.01","2","0.01","34","0.24","15","0.11","2","0.01","-","-","4","0.14","-","-","-","-","-","-","-","-","-","-"
"青森県","-","-","-","-","3","0.07","8","0.19","53","1.26","2","0.05","-","-","-","-","13","0.31","2","0.05","1","0.02","-","-","-","-","-","-","-","-","2","0.33","-","-","-","-"
"岩手県","1","0.02","7","0.17","2","0.05","52","1.27","78","1.90","8","0.20","1","0.02","2","0.05","22","0.54","2","0.05","2","0.05","-","-","7","0.50","-","-","-","-","1","0.05","-","-","-","-"
"宮城県","-","-","2","0.03","13","0.22","28","0.48","75","1.29","8","0.14","3","0.05","1","0.02","29","0.50","-","-","4","0.07","-","-","2","0.17","-","-","-","-","8","0.67","-","-","-","-"
"秋田県","-","-","-","-","2","0.06","18","0.51","34","0.97","6","0.17","4","0.11","1","0.03","7","0.20","-","-","1","0.03","-","-","-","-","-","-","-","-","1","0.13","-","-","-","-"
"山形県","-","-","-","-","4","0.14","40","1.38","53","1.83","4","0.14","3","0.10","1","0.03","17","0.59","90","3.10","1","0.03","-","-","-","-","1","0.10","-","-","-","-","-","-","-","-"
"福島県","-","-","2","0.04","9","0.18","70","1.40","41","0.82","8","0.16","7","0.14","-","-","32","0.64","29","0.58","2","0.04","-","-","5","0.38","-","-","-","-","-","-","-","-","-","-"
"茨城県","-","-","-","-","6","0.08","57","0.76","117","1.56","9","0.12","2","0.03","1","0.01","20","0.27","3","0.04","-","-","-","-","4","0.24","-","-","1","0.08","-","-","-","-","-","-"
"栃木県","-","-","-","-","1","0.02","26","0.54","30","0.63","2","0.04","1","0.02","1","0.02","22","0.46","3","0.06","2","0.04","-","-","1","0.08","-","-","-","-","1","0.14","-","-","-","-"
"群馬県","-","-","-","-","2","0.04","34","0.63","99","1.83","8","0.15","4","0.07","1","0.02","16","0.30","-","-","5","0.09","-","-","6","0.40","-","-","-","-","-","-","-","-","-","-"
"埼玉県","-","-","2","0.01","17","0.10","126","0.78","379","2.34","17","0.10","10","0.06","1","0.01","98","0.60","17","0.10","19","0.12","-","-","18","0.44","-","-","-","-","-","-","-","-","-","-"
"千葉県","1","0.00","1","0.01","13","0.10","112","0.85","188","1.42","13","0.10","7","0.05","1","0.01","49","0.37","15","0.11","14","0.11","-","-","8","0.24","-","-","-","-","-","-","-","-","-","-"
"東京都","1","0.00","2","0.01","17","0.07","132","0.51","529","2.05","20","0.08","10","0.04","4","0.02","147","0.57","16","0.06","16","0.06","-","-","10","0.26","-","-","1","0.04","-","-","-","-","-","-"
"神奈川県","-","-","2","0.01","16","0.07","109","0.49","328","1.46","21","0.09","14","0.06","-","-","86","0.38","8","0.04","14","0.06","-","-","24","0.49","-","-","-","-","-","-","-","-","-","-"
"新潟県","-","-","-","-","17","0.30","83","1.46","72","1.26","10","0.18","1","0.02","-","-","17","0.30","1","0.02","6","0.11","-","-","1","0.10","-","-","-","-","1","0.08","-","-","-","-"
"富山県","-","-","-","-","4","0.14","23","0.79","53","1.83","1","0.03","-","-","-","-","10","0.34","3","0.10","2","0.07","-","-","-","-","-","-","-","-","1","0.20","-","-","-","-"
"石川県","-","-","-","-","-","-","17","0.59","69","2.38","6","0.21","24","0.83","1","0.03","17","0.59","2","0.07","2","0.07","-","-","1","0.14","-","-","-","-","3","0.60","-","-","-","-"
"福井県","-","-","-","-","5","0.22","14","0.61","42","1.83","2","0.09","-","-","-","-","12","0.52","5","0.22","2","0.09","-","-","-","-","-","-","-","-","1","0.17","-","-","-","-"
"山梨県","-","-","-","-","-","-","6","0.25","31","1.29","1","0.04","-","-","-","-","9","0.38","-","-","1","0.04","-","-","2","0.22","-","-","1","0.10","-","-","-","-","-","-"
"長野県","-","-","-","-","2","0.04","24","0.44","109","2.02","7","0.13","1","0.02","-","-","22","0.41","6","0.11","1","0.02","-","-","2","0.18","-","-","-","-","-","-","-","-","-","-"
"岐阜県","1","0.01","-","-","11","0.21","20","0.38","44","0.83","-","-","-","-","-","-","11","0.21","-","-","3","0.06","-","-","3","0.27","-","-","-","-","-","-","-","-","-","-"
"静岡県","-","-","-","-","4","0.04","47","0.53","145","1.63","14","0.16","1","0.01","1","0.01","40","0.45","31","0.35","7","0.08","-","-","5","0.23","-","-","-","-","-","-","-","-","-","-"
"愛知県","2","0.01","1","0.01","13","0.07","139","0.76","214","1.18","25","0.14","1","0.01","1","0.01","53","0.29","4","0.02","4","0.02","-","-","7","0.20","-","-","-","-","-","-","-","-","-","-"
"三重県","-","-","-","-","2","0.05","10","0.23","68","1.55","5","0.11","-","-","1","0.02","17","0.39","1","0.02","-","-","-","-","1","0.08","-","-","1","0.11","-","-","-","-","-","-"
"滋賀県","-","-","-","-","3","0.08","16","0.44","58","1.61","1","0.03","1","0.03","-","-","8","0.22","15","0.42","1","0.03","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"京都府","1","0.01","-","-","7","0.09","47","0.61","79","1.03","6","0.08","1","0.01","-","-","20","0.26","24","0.31","2","0.03","-","-","2","0.11","-","-","-","-","-","-","-","-","-","-"
"大阪府","3","0.01","2","0.01","30","0.15","89","0.46","350","1.79","15","0.08","3","0.02","1","0.01","83","0.43","75","0.38","12","0.06","-","-","9","0.17","1","0.06","-","-","-","-","-","-","-","-"
"兵庫県","1","0.01","2","0.02","12","0.09","66","0.51","299","2.32","19","0.15","8","0.06","3","0.02","48","0.37","46","0.36","9","0.07","-","-","8","0.23","-","-","1","0.07","1","0.07","-","-","-","-"
"奈良県","-","-","-","-","9","0.26","11","0.32","45","1.32","5","0.15","1","0.03","-","-","15","0.44","26","0.76","2","0.06","-","-","1","0.10","-","-","-","-","-","-","-","-","-","-"
"和歌山県","-","-","-","-","5","0.17","6","0.20","40","1.33","6","0.20","-","-","-","-","9","0.30","-","-","-","-","-","-","-","-","1","0.09","-","-","-","-","-","-","-","-"
