"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020年10週(03月02日～03月08日)","2020年03月11日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","15498","3.13","855","0.27","1065","0.34","9226","2.92","11261","3.57","1157","0.37","247","0.08","801","0.25","833","0.26","77","0.02","150","0.05","5","0.01","295","0.42","8","0.02","9","0.02","166","0.35","3","0.01","10","0.02"
"北海道","854","3.85","44","0.32","51","0.37","354","2.55","124","0.89","50","0.36","6","0.04","60","0.43","19","0.14","2","0.01","5","0.04","-","-","29","1.00","-","-","-","-","12","0.52","-","-","-","-"
"青森県","206","3.17","8","0.19","4","0.10","91","2.17","179","4.26","8","0.19","10","0.24","20","0.48","12","0.29","-","-","-","-","-","-","3","0.27","-","-","-","-","1","0.17","-","-","-","-"
"岩手県","585","8.86","24","0.59","10","0.24","186","4.54","130","3.17","18","0.44","21","0.51","7","0.17","15","0.37","-","-","2","0.05","-","-","6","0.43","-","-","-","-","1","0.05","-","-","-","-"
"宮城県","161","1.71","54","0.93","23","0.40","231","3.98","195","3.36","28","0.48","14","0.24","11","0.19","19","0.33","-","-","5","0.09","-","-","-","-","-","-","-","-","5","0.42","-","-","-","-"
"秋田県","171","3.17","1","0.03","4","0.11","29","0.83","82","2.34","3","0.09","4","0.11","9","0.26","8","0.23","-","-","1","0.03","-","-","2","0.29","-","-","-","-","2","0.25","-","-","-","-"
"山形県","151","3.28","6","0.20","25","0.83","167","5.57","130","4.33","26","0.87","2","0.07","17","0.57","20","0.67","1","0.03","1","0.03","-","-","-","-","1","0.10","-","-","1","0.10","-","-","-","-"
"福島県","102","1.23","23","0.46","30","0.60","180","3.60","208","4.16","30","0.60","3","0.06","23","0.46","13","0.26","3","0.06","2","0.04","-","-","13","1.00","1","0.14","-","-","1","0.14","-","-","1","0.14"
"茨城県","143","1.19","11","0.15","13","0.17","180","2.40","235","3.13","26","0.35","2","0.03","10","0.13","8","0.11","1","0.01","1","0.01","-","-","22","1.29","-","-","-","-","4","0.33","-","-","-","-"
"栃木県","53","0.70","6","0.13","2","0.04","111","2.31","71","1.48","12","0.25","1","0.02","11","0.23","21","0.44","-","-","-","-","-","-","-","-","-","-","-","-","5","0.71","-","-","-","-"
"群馬県","271","3.11","6","0.11","19","0.35","96","1.78","200","3.70","18","0.33","-","-","13","0.24","22","0.41","-","-","1","0.02","-","-","8","0.53","-","-","-","-","10","1.11","-","-","-","-"
