"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019年45週(11月04日～11月10日)","2019年11月13日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","5084","1.03","2090","0.66","1247","0.39","5627","1.78","9962","3.15","1035","0.33","4320","1.36","1674","0.53","1038","0.33","668","0.21","216","0.07","4","0.01","418","0.60","10","0.02","20","0.04","209","0.44","-","-","3","0.01"
"北海道","441","2.00","185","1.35","45","0.33","384","2.80","205","1.50","66","0.48","158","1.15","76","0.55","33","0.24","27","0.20","7","0.05","-","-","17","0.59","1","0.04","-","-","41","1.78","-","-","-","-"
"青森県","161","2.48","35","0.83","4","0.10","33","0.79","62","1.48","6","0.14","117","2.79","4","0.10","10","0.24","10","0.24","2","0.05","-","-","10","0.91","-","-","-","-","6","1.00","-","-","-","-"
"岩手県","87","1.32","49","1.20","4","0.10","100","2.44","143","3.49","12","0.29","96","2.34","27","0.66","15","0.37","22","0.54","2","0.05","-","-","3","0.21","-","-","-","-","7","0.37","-","-","-","-"
"宮城県","75","0.80","41","0.71","36","0.62","172","2.97","126","2.17","38","0.66","165","2.84","18","0.31","22","0.38","10","0.17","3","0.05","1","0.08","8","0.67","-","-","-","-","2","0.17","-","-","1","0.08"
"秋田県","36","0.67","50","1.43","1","0.03","17","0.49","50","1.43","5","0.14","43","1.23","13","0.37","3","0.09","3","0.09","1","0.03","-","-","2","0.29","1","0.13","-","-","5","0.63","-","-","-","-"
"山形県","37","0.80","32","1.07","14","0.47","135","4.50","107","3.57","15","0.50","26","0.87","18","0.60","23","0.77","18","0.60","-","-","-","-","3","0.38","-","-","-","-","-","-","-","-","-","-"
"福島県","96","1.16","49","0.98","19","0.38","138","2.76","75","1.50","27","0.54","37","0.74","35","0.70","24","0.48","7","0.14","-","-","-","-","16","1.23","-","-","2","0.29","3","0.43","-","-","-","-"
"茨城県","135","1.13","23","0.31","27","0.36","114","1.52","172","2.29","25","0.33","76","1.01","22","0.29","17","0.23","7","0.09","4","0.05","-","-","9","0.53","-","-","-","-","5","0.42","-","-","-","-"
"栃木県","58","0.76","23","0.48","5","0.10","49","1.02","83","1.73","20","0.42","42","0.88","8","0.17","14","0.29","9","0.19","5","0.10","-","-","1","0.08","-","-","-","-","3","0.43","-","-","-","-"
"群馬県","26","0.30","28","0.52","22","0.41","79","1.46","271","5.02","10","0.19","65","1.20","29","0.54","24","0.44","15","0.28","5","0.09","-","-","16","1.07","-","-","-","-","11","1.22","-","-","-","-"
"埼玉県","115","0.45","59","0.36","56","0.35","392","2.42","612","3.78","78","0.48","323","1.99","48","0.30","55","0.34","33","0.20","15","0.09","1","0.02","16","0.39","-","-","4","0.36","4","0.36","-","-","1","0.09"
"千葉県","208","0.97","30","0.22","38","0.28","331","2.45","368","2.73","33","0.24","277","2.05","38","0.28","55","0.41","23","0.17","13","0.10","-","-","20","0.57","-","-","-","-","6","0.75","-","-","-","-"
